"ids","error","source","code","solution"
84,"java.lang.IllegalStateException","/src/com/google/javascript/jscomp/LiveVariablesAnalysis.java","
                          lhs = lhs.getLastChild();
           }
             addToSetIfLocal(lhs, kill);
             addToSetIfLocal(lhs, gen);
           computeGenKill(rhs, gen, kill, conditional);
         }
         return;
","
                          lhs = lhs.getLastChild();
           }
          if (NodeUtil.isName(lhs)) {
             addToSetIfLocal(lhs, kill);
             addToSetIfLocal(lhs, gen);
          } else {
            computeGenKill(lhs, gen, kill, conditional);
          }
           computeGenKill(rhs, gen, kill, conditional);
         }
         return;
"
85,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/ClosureCodingConvention.java","
         String qualifiedName = callee.getQualifiedName();
         if (functionName.equals(qualifiedName)) {
           Node target = callee.getNext();
          if (target != null) {
             className = target.getString();
           }
         }
","
         String qualifiedName = callee.getQualifiedName();
         if (functionName.equals(qualifiedName)) {
           Node target = callee.getNext();
          if (target != null && target.getType() == Token.STRING) {
             className = target.getString();
           }
         }
"
86,"junit.framework.ComparisonFailure","/src/com/google/javascript/jscomp/LightweightMessageFormatter.java","
                     if (excerpt.equals(LINE)
          && 0 <= charno && charno < sourceExcerpt.length()) {
         for (int i = 0; i < charno; i++) {
           char c = sourceExcerpt.charAt(i);
           if (Character.isWhitespace(c)) {
","
                     if (excerpt.equals(LINE)
          && 0 <= charno && charno <= sourceExcerpt.length()) {
         for (int i = 0; i < charno; i++) {
           char c = sourceExcerpt.charAt(i);
           if (Character.isWhitespace(c)) {
"
87,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/NodeUtil.java","
                  return TernaryValue.TRUE;
 
 
       default:
         return getPureBooleanValue(n);

         return TernaryValue.FALSE;
 
       case Token.VOID:
           return TernaryValue.FALSE;
 
       case Token.NAME:
         String name = n.getString();
","
                  return TernaryValue.TRUE;
 
      case Token.VOID:
        return TernaryValue.FALSE;
 
       default:
         return getPureBooleanValue(n);

         return TernaryValue.FALSE;
 
       case Token.VOID:
        if (!mayHaveSideEffects(n.getFirstChild())) {
           return TernaryValue.FALSE;
        }
        break;
 
       case Token.NAME:
         String name = n.getString();
"
88,"junit.framework.ComparisonFailure","/src/com/google/javascript/jscomp/LightweightMessageFormatter.java","
                     if (excerpt.equals(LINE)
          && 0 <= charno && charno < sourceExcerpt.length()) {
         for (int i = 0; i < charno; i++) {
           char c = sourceExcerpt.charAt(i);
           if (Character.isWhitespace(c)) {
","
                     if (excerpt.equals(LINE)
          && 0 <= charno && charno <= sourceExcerpt.length()) {
         for (int i = 0; i < charno; i++) {
           char c = sourceExcerpt.charAt(i);
           if (Character.isWhitespace(c)) {
"
89,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/NodeUtil.java","
       }
 
        
       if (compiler != null && !compiler.hasRegExpGlobalReferences()) {
         if (nameNode.getFirstChild().getType() == Token.REGEXP
","
       }
 
             if (nameNode.getFirstChild().getType() == Token.NAME) {
        String namespaceName = nameNode.getFirstChild().getString();
        if (namespaceName.equals(""Math"")) {
          return false;
        }
      }
 
       if (compiler != null && !compiler.hasRegExpGlobalReferences()) {
         if (nameNode.getFirstChild().getType() == Token.REGEXP
"
90,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/Compiler.java","
 
                          String code = toSource(root, sourceMap);
         if (!code.isEmpty()) {
           cb.append(code);
 

   @Override
   String toSource(Node n) {
     initCompilerOptionsIfTesting();
    return toSource(n, null);
   }
 
  private String toSource(Node n, SourceMap sourceMap) {
     CodePrinter.Builder builder = new CodePrinter.Builder(n);
     builder.setPrettyPrint(options.prettyPrint);
     builder.setLineBreak(options.lineBreak);
     builder.setSourceMap(sourceMap);
     builder.setSourceMapDetailLevel(options.sourceMapDetailLevel);
    builder.setTagAsStrict(
         options.getLanguageOut() == LanguageMode.ECMASCRIPT5_STRICT);
     builder.setLineLengthThreshold(options.lineLengthThreshold);
 
","
 
                          String code = toSource(root, sourceMap, inputSeqNum == 0);
         if (!code.isEmpty()) {
           cb.append(code);
 

   @Override
   String toSource(Node n) {
     initCompilerOptionsIfTesting();
    return toSource(n, null, true);
   }
 
  private String toSource(Node n, SourceMap sourceMap, boolean firstOutput) {
     CodePrinter.Builder builder = new CodePrinter.Builder(n);
     builder.setPrettyPrint(options.prettyPrint);
     builder.setLineBreak(options.lineBreak);
     builder.setSourceMap(sourceMap);
     builder.setSourceMapDetailLevel(options.sourceMapDetailLevel);
    builder.setTagAsStrict(firstOutput &&
         options.getLanguageOut() == LanguageMode.ECMASCRIPT5_STRICT);
     builder.setLineLengthThreshold(options.lineLengthThreshold);
 
"
91,"junit.framework.ComparisonFailure","/src/com/google/javascript/jscomp/CodeGenerator.java","
     for (int i = 0; i < s.length(); i++) {
       char c = s.charAt(i);
       switch (c) {
        case '\0': sb.append(""\\0""); break;
         case '\n': sb.append(""\\n""); break;
         case '\r': sb.append(""\\r""); break;
         case '\t': sb.append(""\\t""); break;
","
     for (int i = 0; i < s.length(); i++) {
       char c = s.charAt(i);
       switch (c) {
        case '\0': sb.append(""\\000""); break;
         case '\n': sb.append(""\\n""); break;
         case '\r': sb.append(""\\r""); break;
         case '\t': sb.append(""\\t""); break;
"
92,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/TypeCheck.java","
                  if (!NodeUtil.isObjectLitKey(n, n.getParent())) {
           ensureTyped(t, n, STRING_TYPE);
                    }
         break;
 
","
                  if (!NodeUtil.isObjectLitKey(n, n.getParent())) {
           ensureTyped(t, n, STRING_TYPE);
        } else {
                     typeable = false;
         }
         break;
 
"
93,"junit.framework.ComparisonFailure","/src/com/google/javascript/jscomp/CodeGenerator.java","
                                                   if (c > 0x1f && c <= 0x7f) {
               sb.append(c);
             } else {
               ","
                                                   if (c > 0x1f && c < 0x7f) {
               sb.append(c);
             } else {
               "
94,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/AnalyzePrototypeProperties.java","
       Node n = assign.getFirstChild();
       if (n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign)
           && n.getType() == Token.GETPROP
          ) {
                  boolean isChainedProperty =
             n.getFirstChild().getType() == Token.GETPROP;
","
       Node n = assign.getFirstChild();
       if (n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign)
           && n.getType() == Token.GETPROP
          && assign.getParent().getType() == Token.EXPR_RESULT) {
                  boolean isChainedProperty =
             n.getFirstChild().getType() == Token.GETPROP;
"
95,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","
           && right.getString().equals(""undefined""))
           || (Token.VOID == right.getType()
               && NodeUtil.isLiteralValue(right.getFirstChild(), false)));
    int lhType = left.getType();
    int rhType = right.getType();
     switch (lhType) {
       case Token.VOID:
         if (!NodeUtil.isLiteralValue(left.getFirstChild(), false)) {

","
           && right.getString().equals(""undefined""))
           || (Token.VOID == right.getType()
               && NodeUtil.isLiteralValue(right.getFirstChild(), false)));
    int lhType = getNormalizedNodeType(left);
    int rhType = getNormalizedNodeType(right);
     switch (lhType) {
       case Token.VOID:
         if (!NodeUtil.isLiteralValue(left.getFirstChild(), false)) {

    int type = n.getType();
    if (type == Token.NOT) {
      TernaryValue value = NodeUtil.getPureBooleanValue(n);
      switch (value) {
        case TRUE:
          return Token.TRUE;
        case FALSE:
          return Token.FALSE;
      }
    }
    return type;
  }
"
96,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/CheckAccessControls.java","
     if (objectType != null) {
                    boolean isOverride = t.inGlobalScope() &&
           parent.getType() == Token.ASSIGN &&
           parent.getFirstChild() == getprop;
 
","
     if (objectType != null) {
                    boolean isOverride = parent.getJSDocInfo() != null &&
           parent.getType() == Token.ASSIGN &&
           parent.getFirstChild() == getprop;
 
"
97,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java","
                         }
                         break;
                     }
 
                   token = eatTokensUntilEOL();
                  }
                   continue retry;
               }
             }

       }
     }
 
     return reportGenericTypeSyntaxWarning();
   }


               if (token != JsDocToken.LP) {
       return reportTypeSyntaxWarning(""msg.jsdoc.missing.lp"");
     }
 
","
                         }
                         break;
                     }
                  }
 
                   token = eatTokensUntilEOL();
                   continue retry;
               }
             }

       }
     }
 
    restoreLookAhead(token);
     return reportGenericTypeSyntaxWarning();
   }
 

               if (token != JsDocToken.LP) {
      restoreLookAhead(token);
       return reportTypeSyntaxWarning(""msg.jsdoc.missing.lp"");
     }
 
"
98,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/TypeCheck.java","
 
               
       visitParameterList(t, n, functionType);
       ensureTyped(t, n, functionType.getReturnType());
","
 
                    if (functionType.isOrdinaryFunction() &&
          !functionType.getTypeOfThis().isUnknownType() &&
          !functionType.getTypeOfThis().isNativeObjectType() &&
          !(child.getType() == Token.GETELEM ||
            child.getType() == Token.GETPROP)) {
        report(t, n, EXPECTED_THIS_TYPE, functionType.toString());
      }
 
       visitParameterList(t, n, functionType);
       ensureTyped(t, n, functionType.getReturnType());
"
99,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/TypedScopeCreator.java","
           for (Node astParameter : astParameters.children()) {
             if (jsDocParameter != null) {
               defineSlot(astParameter, functionNode,
                  jsDocParameter.getJSType(), true);
               jsDocParameter = jsDocParameter.getNext();
             } else {
               defineSlot(astParameter, functionNode, null, true);
","
           for (Node astParameter : astParameters.children()) {
             if (jsDocParameter != null) {
               defineSlot(astParameter, functionNode,
                  jsDocParameter.getJSType(), false);
               jsDocParameter = jsDocParameter.getNext();
             } else {
               defineSlot(astParameter, functionNode, null, true);
"
100,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/FunctionToBlockMutator.java","
                 ""inline_"",
                 isCallInLoop)));
        }
 
   static class LabelNameSupplier implements Supplier<String> {

       String name = nameNode.getString();
       LabelInfo li = getLabelInfo(name);
             if (li.referenced) {
         String newName = getNameForId(li.id);
         if (!name.equals(newName)) {
           ","
                 ""inline_"",
                 isCallInLoop)));
         new RenameLabels(compiler, new LabelNameSupplier(idSupplier), false)
        .process(null, fnNode);
   }
 
   static class LabelNameSupplier implements Supplier<String> {

       String name = nameNode.getString();
       LabelInfo li = getLabelInfo(name);
             if (li.referenced || !removeUnused) {
         String newName = getNameForId(li.id);
         if (!name.equals(newName)) {
           "
101,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/DeadAssignmentsElimination.java","
                                  
         case Token.HOOK:
                                  
         default:
           for(Node sibling = n.getNext(); sibling != null;
               sibling = sibling.getNext()) {
            if (!ControlFlowGraph.isEnteringNewCfgNode(sibling)) {
             state = isVariableReadBeforeKill(sibling, variable);
 
              if (state == VariableLiveness.READ) {
         return true;
       } else if (state == VariableLiveness.KILL) {
         return false;
            }
          }
      }
       }
       n = n.getParent();
     }

    
   private VariableLiveness isVariableReadBeforeKill(
       Node n, String variable) {
 
     if (NodeUtil.isName(n) && variable.equals(n.getString())) {
       if (NodeUtil.isLhs(n, n.getParent())) {

              case Token.OR:
       case Token.AND:
                         case Token.HOOK:
         return checkHookBranchReadBeforeKill(
             n.getFirstChild().getNext(), n.getLastChild(), variable);
 

                  for (Node child = n.getFirstChild();
             child != null; child = child.getNext()) {
          if (!ControlFlowGraph.isEnteringNewCfgNode(child)) {            VariableLiveness state = isVariableReadBeforeKill(child, variable);
           if (state != VariableLiveness.MAYBE_LIVE) {
             return state;
           }
         }
      }
     }
 
     return VariableLiveness.MAYBE_LIVE;
","
                                           if (n.getNext() != null) {
            state = isVariableReadBeforeKill(
                n.getNext(), variable);
            if (state == VariableLiveness.KILL) {
              state = VariableLiveness.MAYBE_LIVE;
            }
          }
          break;
 
         case Token.HOOK:
                                           if (n.getNext() != null && n.getNext().getNext() != null) {
            state = checkHookBranchReadBeforeKill(
                n.getNext(), n.getNext().getNext(), variable);
          }
          break;
 
         default:
           for(Node sibling = n.getNext(); sibling != null;
               sibling = sibling.getNext()) {
             state = isVariableReadBeforeKill(sibling, variable);
            if (state != VariableLiveness.MAYBE_LIVE) {
              break;
            }
          }
      }
 
              if (state == VariableLiveness.READ) {
         return true;
       } else if (state == VariableLiveness.KILL) {
         return false;
       }
       n = n.getParent();
     }

    
   private VariableLiveness isVariableReadBeforeKill(
       Node n, String variable) {
    if (ControlFlowGraph.isEnteringNewCfgNode(n)) {       return VariableLiveness.MAYBE_LIVE;
    }
 
     if (NodeUtil.isName(n) && variable.equals(n.getString())) {
       if (NodeUtil.isLhs(n, n.getParent())) {

              case Token.OR:
       case Token.AND:
        VariableLiveness v1 = isVariableReadBeforeKill(
          n.getFirstChild(), variable);
        VariableLiveness v2 = isVariableReadBeforeKill(
          n.getLastChild(), variable);
                          if (v1 != VariableLiveness.MAYBE_LIVE) {
          return v1;
        } else if (v2 == VariableLiveness.READ) {
          return VariableLiveness.READ;
        } else {
          return VariableLiveness.MAYBE_LIVE;
        }
       case Token.HOOK:
        VariableLiveness first = isVariableReadBeforeKill(
            n.getFirstChild(), variable);
        if (first != VariableLiveness.MAYBE_LIVE) {
          return first;
        }
         return checkHookBranchReadBeforeKill(
             n.getFirstChild().getNext(), n.getLastChild(), variable);
 

                  for (Node child = n.getFirstChild();
             child != null; child = child.getNext()) {
           VariableLiveness state = isVariableReadBeforeKill(child, variable);
           if (state != VariableLiveness.MAYBE_LIVE) {
             return state;
           }
         }
     }
 
     return VariableLiveness.MAYBE_LIVE;
"
102,"java.lang.RuntimeException","/src/com/google/javascript/jscomp/Normalize.java","
   public void process(Node externs, Node root) {
     new NodeTraversal(
         compiler, new NormalizeStatements(compiler, assertOnChange))
        .traverse(root);
     if (MAKE_LOCAL_NAMES_UNIQUE) {
       MakeDeclaredNamesUnique renamer = new MakeDeclaredNamesUnique();
       NodeTraversal t = new NodeTraversal(compiler, renamer);

     getSynthesizedExternsRoot().addChildToBack(
         new Node(Token.VAR, nameNode));
     varsToDeclareInExterns.remove(varName);
   }
 
","
   public void process(Node externs, Node root) {
     new NodeTraversal(
         compiler, new NormalizeStatements(compiler, assertOnChange))
        .traverseRoots(externs, root);
     if (MAKE_LOCAL_NAMES_UNIQUE) {
       MakeDeclaredNamesUnique renamer = new MakeDeclaredNamesUnique();
       NodeTraversal t = new NodeTraversal(compiler, renamer);

     getSynthesizedExternsRoot().addChildToBack(
         new Node(Token.VAR, nameNode));
     varsToDeclareInExterns.remove(varName);
    compiler.reportCodeChange();
   }
 
"
103,"junit.framework.ComparisonFailure","/src/com/google/javascript/jscomp/CodeGenerator.java","
     for (int i = 0; i < s.length(); i++) {
       char c = s.charAt(i);
       switch (c) {
         case '\n': sb.append(""\\n""); break;
         case '\r': sb.append(""\\r""); break;
         case '\t': sb.append(""\\t""); break;
","
     for (int i = 0; i < s.length(); i++) {
       char c = s.charAt(i);
       switch (c) {
        case '\0': sb.append(""\\0""); break;
         case '\n': sb.append(""\\n""); break;
         case '\r': sb.append(""\\r""); break;
         case '\t': sb.append(""\\t""); break;
"
104,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/NodeUtil.java","
   }
 
   static Double getStringNumberValue(String rawJsString) {
        
     String s = trimJsWhiteSpace(rawJsString);
     
   static TernaryValue isStrWhiteSpaceChar(int c) {
     switch (c) {
       case '\u000B':         return TernaryValue.TRUE;
       case ' ':        case '\n':        case '\r': ","
   }
 
   static Double getStringNumberValue(String rawJsString) {
    if (rawJsString.contains(""\u000b"")) {
             return null;
    }
 
     String s = trimJsWhiteSpace(rawJsString);
     
   static TernaryValue isStrWhiteSpaceChar(int c) {
     switch (c) {
       case '\u000B':         return TernaryValue.UNKNOWN;         case ' ':        case '\n':        case '\r': "
105,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","
         break;
       case Token.MOD:
         if (rval == 0) {
          error(DiagnosticType.error(""JSC_DIVIDE_BY_0_ERROR"", ""Divide by 0""), right);
           return null;
         }
         result = lval % rval;
         break;
       case Token.DIV:
         if (rval == 0) {
          error(DiagnosticType.error(""JSC_DIVIDE_BY_0_ERROR"", ""Divide by 0""), right);
           return null;
         }
         result = lval / rval;
","
         break;
       case Token.MOD:
         if (rval == 0) {
           return null;
         }
         result = lval % rval;
         break;
       case Token.DIV:
         if (rval == 0) {
           return null;
         }
         result = lval / rval;
"
106,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/CommandLineRunner.java","
 
       @Override
       public int parseArguments(Parameters params) throws CmdLineException {
        String param = params.getParameter(0);
 
         if (param == null) {
           setter.addValue(true);
","
 
       @Override
       public int parseArguments(Parameters params) throws CmdLineException {
        String param = null;
        try {
          param = params.getParameter(0);
        } catch (CmdLineException e) {}
 
         if (param == null) {
           setter.addValue(true);
"
107,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/NodeUtil.java","
              case Token.NOT:
                return true;
       default:
         return false;

       case Token.OBJECTLIT:
                  return true;
       case Token.IN:
                  return true;
","
              case Token.NOT:
             case Token.DELPROP:
         return true;
       default:
         return false;

       case Token.OBJECTLIT:
                  return true;
      case Token.DELPROP:
       case Token.IN:
                  return true;
"
108,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/parsing/IRFactory.java","
       Name name = functionNode.getFunctionName();
       Boolean isUnnamedFunction = false;
       if (name == null) {
         name = new Name();
         name.setIdentifier("""");
         isUnnamedFunction = true;
","
       Name name = functionNode.getFunctionName();
       Boolean isUnnamedFunction = false;
       if (name == null) {
        int functionType = functionNode.getFunctionType();
        if (functionType != FunctionNode.FUNCTION_EXPRESSION) {
          errorReporter.error(
            ""unnamed function statement"",
            sourceName,
            functionNode.getLineno(), """", 0);
        }
         name = new Name();
         name.setIdentifier("""");
         isUnnamedFunction = true;
"
109,"junit.framework.AssertionFailedError","/src/com/google/javascript/rhino/jstype/JSType.java","
   }
 
   public final boolean isEmptyType() {
    return isNoType() || isNoObjectType() || isNoResolvedType();
   }
 
   public boolean isNumberObjectType() {
","
   }
 
   public final boolean isEmptyType() {
    return isNoType() || isNoObjectType() || isNoResolvedType() ||
        (registry.getNativeFunctionType(
             JSTypeNative.LEAST_FUNCTION_TYPE) == this);
   }
 
   public boolean isNumberObjectType() {
"
110,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/UnreachableCodeElimination.java","
       return n;
     }
 
    if (n.getParent() == null) {
      List<DiGraphEdge<Node,Branch>> outEdges = gNode.getOutEdges();
      if (outEdges.size() == 1) {
        return tryRemoveUnconditionalBranching(outEdges.get(0).getDestination().getValue());
      }
    }
     switch (n.getType()) {
      case Token.BLOCK:
        if (n.hasChildren()) {
          Node first = n.getFirstChild();
          return tryRemoveUnconditionalBranching(first);
        } else {
          return tryRemoveUnconditionalBranching(ControlFlowAnalysis.computeFollowNode(n));
        }
       case Token.RETURN:
         if (n.hasChildren()) {
           break;

             (n.getNext() == null || n.getNext().getType() == Token.FUNCTION)) {
 
           Preconditions.checkState(outEdges.get(0).getValue() == Branch.UNCOND);
          Node fallThrough = tryRemoveUnconditionalBranching(computeFollowing(n));
           Node nextCfgNode = outEdges.get(0).getDestination().getValue();
           if (nextCfgNode == fallThrough) {
             removeDeadExprStatementSafely(n);

 
   private Node computeFollowing(Node n) {
     Node next = ControlFlowAnalysis.computeFollowNode(n);
     return next;
   }
 
","
       return n;
     }
 
     switch (n.getType()) {
       case Token.RETURN:
         if (n.hasChildren()) {
           break;

             (n.getNext() == null || n.getNext().getType() == Token.FUNCTION)) {
 
           Preconditions.checkState(outEdges.get(0).getValue() == Branch.UNCOND);
          Node fallThrough = computeFollowing(n);
           Node nextCfgNode = outEdges.get(0).getDestination().getValue();
           if (nextCfgNode == fallThrough) {
             removeDeadExprStatementSafely(n);

 
   private Node computeFollowing(Node n) {
     Node next = ControlFlowAnalysis.computeFollowNode(n);
    while (next != null && next.getType() == Token.BLOCK) {
      if (next.hasChildren()) {
        next = next.getFirstChild();
      } else {
        next = computeFollowing(next);
      }
    }
     return next;
   }
 
"
111,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/NodeUtil.java","
                                   return true;
       case Token.FUNCTION:
       case Token.REGEXP:
       case Token.ARRAYLIT:
","
                                   return false;
       case Token.FUNCTION:
       case Token.REGEXP:
       case Token.ARRAYLIT:
"
112,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/parsing/IRFactory.java","
     @Override
     Node processAssignment(Assignment assignmentNode) {
       Node assign = processInfixExpression(assignmentNode);
       return assign;
     }
 

         operand.setDouble(-operand.getDouble());
         return operand;
       } else {
 
         Node node = newNode(type, operand);
         if (exprNode.isPostfix()) {

       }
     }
 
 
     @Override
     Node processVariableDeclaration(VariableDeclaration declarationNode) {
","
     @Override
     Node processAssignment(Assignment assignmentNode) {
       Node assign = processInfixExpression(assignmentNode);
      Node target = assign.getFirstChild();
      if (!validAssignmentTarget(target)) {
        errorReporter.error(
          ""invalid assignment target"",
          sourceName,
          target.getLineno(), """", 0);
      }
       return assign;
     }
 

         operand.setDouble(-operand.getDouble());
         return operand;
       } else {
        if (type == Token.INC || type == Token.DEC) {
          if (!validAssignmentTarget(operand)) {
            String msg = (type == Token.INC)
                ? ""invalid increment target""
                : ""invalid decrement target"";
            errorReporter.error(
              msg,
              sourceName,
              operand.getLineno(), """", 0);
          }
        }
 
         Node node = newNode(type, operand);
         if (exprNode.isPostfix()) {

       }
     }
 
    private boolean validAssignmentTarget(Node target) {
      switch (target.getType()) {
        case Token.NAME:
        case Token.GETPROP:
        case Token.GETELEM:
          return true;
      }
      return false;
    }
 
     @Override
     Node processVariableDeclaration(VariableDeclaration declarationNode) {
"
113,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/CollapseProperties.java","
     Node greatGramps = gramps.getParent();
     Node greatGreatGramps = greatGramps.getParent();
 
 
          Node nameNode = NodeUtil.newName(

       }
 
             if (type != Type.FUNCTION && aliasingGets > 0) {
         return false;
       }
 
","
     Node greatGramps = gramps.getParent();
     Node greatGreatGramps = greatGramps.getParent();
 
    if (rvalue != null && rvalue.getType() == Token.FUNCTION) {
      checkForHosedThisReferences(rvalue, refName.docInfo, refName);
    }
 
          Node nameNode = NodeUtil.newName(

       }
 
             if (aliasingGets > 0) {
         return false;
       }
 
"
114,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/DeadAssignmentsElimination.java","
       Node n, String variable) {
     if (NodeUtil.isName(n) && variable.equals(n.getString())) {
       if (NodeUtil.isLhs(n, n.getParent())) {
                                    return VariableLiveness.KILL;
       } else {
         return VariableLiveness.READ;
","
       Node n, String variable) {
     if (NodeUtil.isName(n) && variable.equals(n.getString())) {
       if (NodeUtil.isLhs(n, n.getParent())) {
        Preconditions.checkState(n.getParent().getType() == Token.ASSIGN);
                                   Node rhs = n.getNext();
        VariableLiveness state = isVariableReadBeforeKill(rhs, variable);
        if (state == VariableLiveness.READ) {
          return state;
        }
         return VariableLiveness.KILL;
       } else {
         return VariableLiveness.READ;
"
115,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax.java","
     if (n.getType() == Token.BLOCK) {
       if (n.hasOneChild()) {
         Node maybeExpr = n.getFirstChild();
                                                                   
                           
          return NodeUtil.isExpressionNode(maybeExpr);
       }
     }
 
","
     if (n.getType() == Token.BLOCK) {
       if (n.hasOneChild()) {
         Node maybeExpr = n.getFirstChild();
        if (maybeExpr.getType() == Token.EXPR_RESULT) {
                                                                            if (maybeExpr.getFirstChild().getType() == Token.CALL) {
            Node calledFn = maybeExpr.getFirstChild().getFirstChild();
 
                                      if (calledFn.getType() == Token.GETELEM) {
              return false;
            } else if (calledFn.getType() == Token.GETPROP &&
                       calledFn.getLastChild().getString().startsWith(""on"")) {
              return false;
            }
          }
 
          return true;
        }
        return false;
       }
     }
 
"
116,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/ProcessClosurePrimitives.java","
         } else {
                                int indexOfDot = namespace.indexOf('.');
           if (indexOfDot == -1) {
                          compiler.getNodeForCodeInsertion(minimumModule)
","
         } else {
                                int indexOfDot = namespace.lastIndexOf('.');
           if (indexOfDot == -1) {
                          compiler.getNodeForCodeInsertion(minimumModule)
"
117,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/TypedScopeCreator.java","
                     Scope scopeToDeclareIn = scope;
 
                   
              if (scopeToDeclareIn.isDeclared(variableName, false)) {
","
                     Scope scopeToDeclareIn = scope;
      if (n.getType() == Token.GETPROP && !scope.isGlobal() &&
          isQnameRootedInGlobalScope(n)) {
        Scope globalScope = scope.getGlobalScope();
 
                          if (!globalScope.isDeclared(variableName, false)) {
          scopeToDeclareIn = scope.getGlobalScope();
        }
      }
 
              if (scopeToDeclareIn.isDeclared(variableName, false)) {
"
118,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/FunctionTypeBuilder.java","
                           if (!type.isSubtype(
               typeRegistry.getNativeType(OBJECT_TYPE))) {
         reportWarning(THIS_TYPE_NON_OBJECT, type.toString());
         return false;

               JSType maybeTypeOfThis = safeResolve(typeOfThis, t, scope);
     if (maybeTypeOfThis instanceof ObjectType) {
       typeOfThis = (ObjectType) maybeTypeOfThis;
     }
","
                           if (!type.restrictByNotNullOrUndefined().isSubtype(
               typeRegistry.getNativeType(OBJECT_TYPE))) {
         reportWarning(THIS_TYPE_NON_OBJECT, type.toString());
         return false;

               JSType maybeTypeOfThis = safeResolve(typeOfThis, t, scope);
    if (maybeTypeOfThis != null) {
      maybeTypeOfThis = maybeTypeOfThis.restrictByNotNullOrUndefined();
    }
     if (maybeTypeOfThis instanceof ObjectType) {
       typeOfThis = (ObjectType) maybeTypeOfThis;
     }
"
119,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/NodeUtil.java","
         return true;
 
              case Token.BITAND:
       case Token.BITNOT:
       case Token.BITOR:
       case Token.BITXOR:
 
              case Token.NOT:
       case Token.NEG:
         return isValidDefineValue(val.getFirstChild(), defines);
 
       ","
         return true;
 
             case Token.ADD:
       case Token.BITAND:
       case Token.BITNOT:
       case Token.BITOR:
       case Token.BITXOR:
      case Token.DIV:
      case Token.EQ:
      case Token.GE:
      case Token.GT:
      case Token.LE:
      case Token.LSH:
      case Token.LT:
      case Token.MOD:
      case Token.MUL:
      case Token.NE:
      case Token.RSH:
      case Token.SHEQ:
      case Token.SHNE:
      case Token.SUB:
      case Token.URSH:
        return isValidDefineValue(val.getFirstChild(), defines)
            && isValidDefineValue(val.getLastChild(), defines);
 
              case Token.NOT:
       case Token.NEG:
      case Token.POS:
         return isValidDefineValue(val.getFirstChild(), defines);
 
       "
120,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/CheckGlobalThis.java","
       }
 
            }
 
     if (parent != null && parent.getType() == Token.ASSIGN) {
","
       }
 
             Node gramps = parent.getParent();
      if (NodeUtil.isObjectLitKey(parent, gramps)) {
        JSDocInfo maybeLends = gramps.getJSDocInfo();
        if (maybeLends != null &&
            maybeLends.getLendsName() != null &&
            maybeLends.getLendsName().endsWith("".prototype"")) {
          return false;
        }
      }
     }
 
     if (parent != null && parent.getType() == Token.ASSIGN) {
"
121,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/ProcessClosurePrimitives.java","
         } else {
                                int indexOfDot = namespace.indexOf('.');
           if (indexOfDot == -1) {
                          compiler.getNodeForCodeInsertion(minimumModule)
","
         } else {
                                int indexOfDot = namespace.lastIndexOf('.');
           if (indexOfDot == -1) {
                          compiler.getNodeForCodeInsertion(minimumModule)
"
