"ids","error","source","code","solution","CodeWithNoComments","SolutionWithNoComments"
248,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java","@@ -227,7 +227,7 @@ protected UnivariatePointValuePair doOptimize() {
 
                 if (checker != null) {
                     if (checker.converged(iter, previous, current)) {
                      return current;
                     }
                 }
 
@@ -264,7 +264,7 @@ protected UnivariatePointValuePair doOptimize() {
                     }
                 }
             } else { // Default termination (Brent's criterion).
              return current;
             }
             ++iter;
         }
","@@ -227,7 +227,7 @@ protected UnivariatePointValuePair doOptimize() {
 
                 if (checker != null) {
                     if (checker.converged(iter, previous, current)) {
                      return best(current, previous, isMinim);
                     }
                 }
 
@@ -264,7 +264,7 @@ protected UnivariatePointValuePair doOptimize() {
                     }
                 }
             } else { // Default termination (Brent's criterion).
              return best(current, previous, isMinim);
             }
             ++iter;
         }
","
 
                 if (checker != null) {
                     if (checker.converged(iter, previous, current)) {
                        return current;
                     }
                 }
 

                     }
                 }
             } else {                 return current;
             }
             ++iter;
         }
","
 
                 if (checker != null) {
                     if (checker.converged(iter, previous, current)) {
                        return best(current, previous, isMinim);
                     }
                 }
 

                     }
                 }
             } else {                 return best(current, previous, isMinim);
             }
             ++iter;
         }
"
249,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java","@@ -170,7 +170,7 @@ private double calculateAsymptoticPValue(final double Umin,
                                              final int n2)
         throws ConvergenceException, MaxCountExceededException {
 
      final int n1n2prod = n1 * n2;
 
         // http://en.wikipedia.org/wiki/Mann%E2%80%93Whitney_U#Normal_approximation
         final double EU = n1n2prod / 2.0;
","@@ -170,7 +170,7 @@ private double calculateAsymptoticPValue(final double Umin,
                                              final int n2)
         throws ConvergenceException, MaxCountExceededException {
 
      final double n1n2prod = n1 * n2;
 
         // http://en.wikipedia.org/wiki/Mann%E2%80%93Whitney_U#Normal_approximation
         final double EU = n1n2prod / 2.0;
","
                                              final int n2)
         throws ConvergenceException, MaxCountExceededException {
 
        final int n1n2prod = n1 * n2;
 
                  final double EU = n1n2prod / 2.0;
","
                                              final int n2)
         throws ConvergenceException, MaxCountExceededException {
 
        final double n1n2prod = n1 * n2;
 
                  final double EU = n1n2prod / 2.0;
"
250,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/optimization/fitting/HarmonicFitter.java","@@ -320,8 +320,11 @@ private void guessAOmega() {
                 }
                 a = 0.5 * (yMax - yMin);
             } else {
                     // In some ill-conditioned cases (cf. MATH-844), the guesser
                     // procedure cannot produce sensible results.
 
                 a = FastMath.sqrt(c1 / c2);
                 omega = FastMath.sqrt(c2 / c3);
","@@ -320,8 +320,11 @@ private void guessAOmega() {
                 }
                 a = 0.5 * (yMax - yMin);
             } else {
              if (c2 == 0) {
                     // In some ill-conditioned cases (cf. MATH-844), the guesser
                     // procedure cannot produce sensible results.
                  throw new MathIllegalStateException(LocalizedFormats.ZERO_DENOMINATOR);
              }
 
                 a = FastMath.sqrt(c1 / c2);
                 omega = FastMath.sqrt(c2 / c3);
","
                 }
                 a = 0.5 * (yMax - yMin);
             } else {
                                           
                 a = FastMath.sqrt(c1 / c2);
                 omega = FastMath.sqrt(c2 / c3);
","
                 }
                 a = 0.5 * (yMax - yMin);
             } else {
                if (c2 == 0) {
                                                              throw new MathIllegalStateException(LocalizedFormats.ZERO_DENOMINATOR);
                }
 
                 a = FastMath.sqrt(c1 / c2);
                 omega = FastMath.sqrt(c2 / c3);
"
251,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/fraction/Fraction.java","@@ -178,7 +178,7 @@ private Fraction(double value, double epsilon, int maxDenominator, int maxIterat
         long overflow = Integer.MAX_VALUE;
         double r0 = value;
         long a0 = (long)FastMath.floor(r0);
      if (a0 > overflow) {
             throw new FractionConversionException(value, a0, 1l);
         }
 
@@ -206,7 +206,7 @@ private Fraction(double value, double epsilon, int maxDenominator, int maxIterat
             long a1 = (long)FastMath.floor(r1);
             p2 = (a1 * p1) + p0;
             q2 = (a1 * q1) + q0;
          if ((p2 > overflow) || (q2 > overflow)) {
                 throw new FractionConversionException(value, p2, q2);
             }
 
","@@ -178,7 +178,7 @@ private Fraction(double value, double epsilon, int maxDenominator, int maxIterat
         long overflow = Integer.MAX_VALUE;
         double r0 = value;
         long a0 = (long)FastMath.floor(r0);
      if (FastMath.abs(a0) > overflow) {
             throw new FractionConversionException(value, a0, 1l);
         }
 
@@ -206,7 +206,7 @@ private Fraction(double value, double epsilon, int maxDenominator, int maxIterat
             long a1 = (long)FastMath.floor(r1);
             p2 = (a1 * p1) + p0;
             q2 = (a1 * q1) + q0;
          if ((FastMath.abs(p2) > overflow) || (FastMath.abs(q2) > overflow)) {
                 throw new FractionConversionException(value, p2, q2);
             }
 
","
         long overflow = Integer.MAX_VALUE;
         double r0 = value;
         long a0 = (long)FastMath.floor(r0);
        if (a0 > overflow) {
             throw new FractionConversionException(value, a0, 1l);
         }
 

             long a1 = (long)FastMath.floor(r1);
             p2 = (a1 * p1) + p0;
             q2 = (a1 * q1) + q0;
            if ((p2 > overflow) || (q2 > overflow)) {
                 throw new FractionConversionException(value, p2, q2);
             }
 
","
         long overflow = Integer.MAX_VALUE;
         double r0 = value;
         long a0 = (long)FastMath.floor(r0);
        if (FastMath.abs(a0) > overflow) {
             throw new FractionConversionException(value, a0, 1l);
         }
 

             long a1 = (long)FastMath.floor(r1);
             p2 = (a1 * p1) + p0;
             q2 = (a1 * q1) + q0;
            if ((FastMath.abs(p2) > overflow) || (FastMath.abs(q2) > overflow)) {
                 throw new FractionConversionException(value, p2, q2);
             }
 
"
252,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/fraction/Fraction.java","@@ -594,7 +594,7 @@ public Fraction divide(final int i) {
      * @return the fraction percentage as a <tt>double</tt>.
      */
     public double percentageValue() {
      return multiply(100).doubleValue();
     }
 
     /**
","@@ -594,7 +594,7 @@ public Fraction divide(final int i) {
      * @return the fraction percentage as a <tt>double</tt>.
      */
     public double percentageValue() {
      return 100 * doubleValue();
     }
 
     /**
","
    
     public double percentageValue() {
        return multiply(100).doubleValue();
     }
 
","
     
     public double percentageValue() {
        return 100 * doubleValue();
     }
 
"
253,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java","@@ -346,10 +346,9 @@ public OpenMapRealVector ebeDivide(RealVector v) {
          * this only. Indeed, if this[i] = 0d and v[i] = 0d, then
          * this[i] / v[i] = NaN, and not 0d.
          */
      Iterator iter = entries.iterator();
      while (iter.hasNext()) {
          iter.advance();
          res.setEntry(iter.key(), iter.value() / v.getEntry(iter.key()));
         }
         return res;
     }
@@ -371,6 +370,18 @@ public OpenMapRealVector ebeMultiply(RealVector v) {
          *
          * These special cases are handled below.
          */
         return res;
     }
 
","@@ -346,10 +346,9 @@ public OpenMapRealVector ebeDivide(RealVector v) {
          * this only. Indeed, if this[i] = 0d and v[i] = 0d, then
          * this[i] / v[i] = NaN, and not 0d.
          */
      final int n = getDimension();
      for (int i = 0; i < n; i++) {
          res.setEntry(i, this.getEntry(i) / v.getEntry(i));
         }
         return res;
     }
@@ -371,6 +370,18 @@ public OpenMapRealVector ebeMultiply(RealVector v) {
          *
          * These special cases are handled below.
          */
      if (v.isNaN() || v.isInfinite()) {
          final int n = getDimension();
          for (int i = 0; i < n; i++) {
              final double y = v.getEntry(i);
              if (Double.isNaN(y)) {
                  res.setEntry(i, Double.NaN);
              } else if (Double.isInfinite(y)) {
                  final double x = this.getEntry(i);
                  res.setEntry(i, x * y);
              }
          }
      }
         return res;
     }
 
","
  
        Iterator iter = entries.iterator();
        while (iter.hasNext()) {
            iter.advance();
            res.setEntry(iter.key(), iter.value() / v.getEntry(iter.key()));
         }
         return res;
     }

      
         return res;
     }
 
","
      
        final int n = getDimension();
        for (int i = 0; i < n; i++) {
            res.setEntry(i, this.getEntry(i) / v.getEntry(i));
         }
         return res;
     }

      
        if (v.isNaN() || v.isInfinite()) {
            final int n = getDimension();
            for (int i = 0; i < n; i++) {
                final double y = v.getEntry(i);
                if (Double.isNaN(y)) {
                    res.setEntry(i, Double.NaN);
                } else if (Double.isInfinite(y)) {
                    final double x = this.getEntry(i);
                    res.setEntry(i, x * y);
                }
            }
        }
         return res;
     }
 
"
254,"org.apache.commons.math3.exception.MaxCountExceededException","/src/main/java/org/apache/commons/math3/optimization/linear/SimplexSolver.java","@@ -116,6 +116,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
             // there's a degeneracy as indicated by a tie in the minimum ratio test
 
             // 1. check if there's an artificial variable that can be forced out of the basis
                 for (Integer row : minRatioPositions) {
                     for (int i = 0; i < tableau.getNumArtificialVariables(); i++) {
                         int column = i + tableau.getArtificialVariableOffset();
@@ -125,6 +126,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
                         }
                     }
                 }
 
             // 2. apply Bland's rule to prevent cycling:
             //    take the row for which the corresponding basic variable has the smallest index
@@ -135,6 +137,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
             // Additional heuristic: if we did not get a solution after half of maxIterations
             //                       revert to the simple case of just returning the top-most row
             // This heuristic is based on empirical data gathered while investigating MATH-828.
                 Integer minRow = null;
                 int minIndex = tableau.getWidth();
                 for (Integer row : minRatioPositions) {
@@ -149,6 +152,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
                     }
                 }
                 return minRow;
         }
         return minRatioPositions.get(0);
     }
","@@ -116,6 +116,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
             // there's a degeneracy as indicated by a tie in the minimum ratio test
 
             // 1. check if there's an artificial variable that can be forced out of the basis
          if (tableau.getNumArtificialVariables() > 0) {
                 for (Integer row : minRatioPositions) {
                     for (int i = 0; i < tableau.getNumArtificialVariables(); i++) {
                         int column = i + tableau.getArtificialVariableOffset();
@@ -125,6 +126,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
                         }
                     }
                 }
          }
 
             // 2. apply Bland's rule to prevent cycling:
             //    take the row for which the corresponding basic variable has the smallest index
@@ -135,6 +137,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
             // Additional heuristic: if we did not get a solution after half of maxIterations
             //                       revert to the simple case of just returning the top-most row
             // This heuristic is based on empirical data gathered while investigating MATH-828.
          if (getIterations() < getMaxIterations() / 2) {
                 Integer minRow = null;
                 int minIndex = tableau.getWidth();
                 for (Integer row : minRatioPositions) {
@@ -149,6 +152,7 @@ private Integer getPivotRow(SimplexTableau tableau, final int col) {
                     }
                 }
                 return minRow;
          }
         }
         return minRatioPositions.get(0);
     }
","
              
                              for (Integer row : minRatioPositions) {
                     for (int i = 0; i < tableau.getNumArtificialVariables(); i++) {
                         int column = i + tableau.getArtificialVariableOffset();

                         }
                     }
                 }
 
                          
                                                        Integer minRow = null;
                 int minIndex = tableau.getWidth();
                 for (Integer row : minRatioPositions) {

                     }
                 }
                 return minRow;
         }
         return minRatioPositions.get(0);
     }
","
              
                         if (tableau.getNumArtificialVariables() > 0) {
                 for (Integer row : minRatioPositions) {
                     for (int i = 0; i < tableau.getNumArtificialVariables(); i++) {
                         int column = i + tableau.getArtificialVariableOffset();

                         }
                     }
                 }
            }
 
                          
                                                   if (getIterations() < getMaxIterations() / 2) {
                 Integer minRow = null;
                 int minIndex = tableau.getWidth();
                 for (Integer row : minRatioPositions) {

                     }
                 }
                 return minRow;
            }
         }
         return minRatioPositions.get(0);
     }
"
255,"org.apache.commons.math3.exception.ConvergenceException","/src/main/java/org/apache/commons/math3/util/ContinuedFraction.java","@@ -131,8 +131,6 @@ public double evaluate(double x, double epsilon, int maxIterations) {
 
         int n = 1;
         double dPrev = 0.0;
      double p0 = 1.0;
      double q1 = 1.0;
         double cPrev = hPrev;
         double hN = hPrev;
 
@@ -140,34 +138,18 @@ public double evaluate(double x, double epsilon, int maxIterations) {
             final double a = getA(n, x);
             final double b = getB(n, x);
 
          double cN = a * hPrev + b * p0;
          double q2 = a * q1 + b * dPrev;
          if (Double.isInfinite(cN) || Double.isInfinite(q2)) {
              double scaleFactor = 1d;
              double lastScaleFactor = 1d;
              final int maxPower = 5;
              final double scale = FastMath.max(a,b);
              if (scale <= 0) {  // Can't scale
                  throw new ConvergenceException(LocalizedFormats.CONTINUED_FRACTION_INFINITY_DIVERGENCE, x);
              }
              for (int i = 0; i < maxPower; i++) {
                  lastScaleFactor = scaleFactor;
                  scaleFactor *= scale;
                  if (a != 0.0 && a > b) {
                      cN = hPrev / lastScaleFactor + (b / scaleFactor * p0);
                      q2 = q1 / lastScaleFactor + (b / scaleFactor * dPrev);
                  } else if (b != 0) {
                      cN = (a / scaleFactor * hPrev) + p0 / lastScaleFactor;
                      q2 = (a / scaleFactor * q1) + dPrev / lastScaleFactor;
                  }
                  if (!(Double.isInfinite(cN) || Double.isInfinite(q2))) {
                      break;
                  }
              }
             }
 
          final double deltaN = cN / q2 / cPrev;
          hN = cPrev * deltaN;
 
             if (Double.isInfinite(hN)) {
                 throw new ConvergenceException(LocalizedFormats.CONTINUED_FRACTION_INFINITY_DIVERGENCE,
@@ -182,11 +164,9 @@ public double evaluate(double x, double epsilon, int maxIterations) {
                 break;
             }
 
          dPrev = q1;
          cPrev = cN / q2;
          p0 = hPrev;
          hPrev = cN;
          q1 = q2;
             n++;
         }
 
","@@ -131,8 +131,6 @@ public double evaluate(double x, double epsilon, int maxIterations) {
 
         int n = 1;
         double dPrev = 0.0;
         double cPrev = hPrev;
         double hN = hPrev;
 
@@ -140,34 +138,18 @@ public double evaluate(double x, double epsilon, int maxIterations) {
             final double a = getA(n, x);
             final double b = getB(n, x);
 
          double dN = a + b * dPrev;
          if (Precision.equals(dN, 0.0, small)) {
              dN = small;
          }
          double cN = a + b / cPrev;
          if (Precision.equals(cN, 0.0, small)) {
              cN = small;
             }
 
          dN = 1 / dN;
          final double deltaN = cN * dN;
          hN = hPrev * deltaN;
 
             if (Double.isInfinite(hN)) {
                 throw new ConvergenceException(LocalizedFormats.CONTINUED_FRACTION_INFINITY_DIVERGENCE,
@@ -182,11 +164,9 @@ public double evaluate(double x, double epsilon, int maxIterations) {
                 break;
             }
 
          dPrev = dN;
          cPrev = cN;
          hPrev = hN;
             n++;
         }
 
","
 
         int n = 1;
         double dPrev = 0.0;
        double p0 = 1.0;
        double q1 = 1.0;
         double cPrev = hPrev;
         double hN = hPrev;
 

             final double a = getA(n, x);
             final double b = getB(n, x);
 
            double cN = a * hPrev + b * p0;
            double q2 = a * q1 + b * dPrev;
            if (Double.isInfinite(cN) || Double.isInfinite(q2)) {
                double scaleFactor = 1d;
                double lastScaleFactor = 1d;
                final int maxPower = 5;
                final double scale = FastMath.max(a,b);
                if (scale <= 0) {                      throw new ConvergenceException(LocalizedFormats.CONTINUED_FRACTION_INFINITY_DIVERGENCE, x);
                }
                for (int i = 0; i < maxPower; i++) {
                    lastScaleFactor = scaleFactor;
                    scaleFactor *= scale;
                    if (a != 0.0 && a > b) {
                        cN = hPrev / lastScaleFactor + (b / scaleFactor * p0);
                        q2 = q1 / lastScaleFactor + (b / scaleFactor * dPrev);
                    } else if (b != 0) {
                        cN = (a / scaleFactor * hPrev) + p0 / lastScaleFactor;
                        q2 = (a / scaleFactor * q1) + dPrev / lastScaleFactor;
                    }
                    if (!(Double.isInfinite(cN) || Double.isInfinite(q2))) {
                        break;
                    }
                }
             }
 
            final double deltaN = cN / q2 / cPrev;
            hN = cPrev * deltaN;
 
             if (Double.isInfinite(hN)) {
                 throw new ConvergenceException(LocalizedFormats.CONTINUED_FRACTION_INFINITY_DIVERGENCE,

                 break;
             }
 
            dPrev = q1;
            cPrev = cN / q2;
            p0 = hPrev;
            hPrev = cN;
            q1 = q2;
             n++;
         }
 
","
 
         int n = 1;
         double dPrev = 0.0;
         double cPrev = hPrev;
         double hN = hPrev;
 

             final double a = getA(n, x);
             final double b = getB(n, x);
 
            double dN = a + b * dPrev;
            if (Precision.equals(dN, 0.0, small)) {
                dN = small;
            }
            double cN = a + b / cPrev;
            if (Precision.equals(cN, 0.0, small)) {
                cN = small;
             }
 
            dN = 1 / dN;
            final double deltaN = cN * dN;
            hN = hPrev * deltaN;
 
             if (Double.isInfinite(hN)) {
                 throw new ConvergenceException(LocalizedFormats.CONTINUED_FRACTION_INFINITY_DIVERGENCE,

                 break;
             }
 
            dPrev = dN;
            cPrev = cN;
            hPrev = hN;
             n++;
         }
 
"
256,"java.lang.ClassCastException","/src/main/java/org/apache/commons/math3/geometry/euclidean/twod/PolygonsSet.java","@@ -133,7 +133,7 @@ protected void computeGeometricalProperties() {
 
         if (v.length == 0) {
             final BSPTree<Euclidean2D> tree = getTree(false);
          if ((Boolean) tree.getAttribute()) {
                 // the instance covers the whole space
                 setSize(Double.POSITIVE_INFINITY);
                 setBarycenter(Vector2D.NaN);
","@@ -133,7 +133,7 @@ protected void computeGeometricalProperties() {
 
         if (v.length == 0) {
             final BSPTree<Euclidean2D> tree = getTree(false);
          if (tree.getCut() == null && (Boolean) tree.getAttribute()) {
                 // the instance covers the whole space
                 setSize(Double.POSITIVE_INFINITY);
                 setBarycenter(Vector2D.NaN);
","
 
         if (v.length == 0) {
             final BSPTree<Euclidean2D> tree = getTree(false);
            if ((Boolean) tree.getAttribute()) {
                                  setSize(Double.POSITIVE_INFINITY);
                 setBarycenter(Vector2D.NaN);
","
 
         if (v.length == 0) {
             final BSPTree<Euclidean2D> tree = getTree(false);
            if (tree.getCut() == null && (Boolean) tree.getAttribute()) {
                                  setSize(Double.POSITIVE_INFINITY);
                 setBarycenter(Vector2D.NaN);
"
257,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/genetics/ElitisticListPopulation.java","@@ -48,7 +48,7 @@ public ElitisticListPopulation(final List<Chromosome> chromosomes,
                                    final int populationLimit,
                                    final double elitismRate) {
         super(chromosomes, populationLimit);
      this.elitismRate = elitismRate;
     }
 
     /**
@@ -62,7 +62,7 @@ public ElitisticListPopulation(final List<Chromosome> chromosomes,
      */
     public ElitisticListPopulation(final int populationLimit, final double elitismRate) {
         super(populationLimit);
      this.elitismRate = elitismRate;
     }
 
     /**
","@@ -48,7 +48,7 @@ public ElitisticListPopulation(final List<Chromosome> chromosomes,
                                    final int populationLimit,
                                    final double elitismRate) {
         super(chromosomes, populationLimit);
      setElitismRate(elitismRate);
     }
 
     /**
@@ -62,7 +62,7 @@ public ElitisticListPopulation(final List<Chromosome> chromosomes,
      */
     public ElitisticListPopulation(final int populationLimit, final double elitismRate) {
         super(populationLimit);
      setElitismRate(elitismRate);
     }
 
     /**
","
                                    final int populationLimit,
                                    final double elitismRate) {
         super(chromosomes, populationLimit);
        this.elitismRate = elitismRate;
     }
 

     public ElitisticListPopulation(final int populationLimit, final double elitismRate) {
         super(populationLimit);
        this.elitismRate = elitismRate;
     }
 
","
                                    final int populationLimit,
                                    final double elitismRate) {
         super(chromosomes, populationLimit);
        setElitismRate(elitismRate);
     }
 

     public ElitisticListPopulation(final int populationLimit, final double elitismRate) {
         super(populationLimit);
        setElitismRate(elitismRate);
     }
 
"
258,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/optimization/linear/SimplexTableau.java","@@ -335,7 +335,7 @@ protected void dropPhase1Objective() {
         // positive cost non-artificial variables
         for (int i = getNumObjectiveFunctions(); i < getArtificialVariableOffset(); i++) {
             final double entry = tableau.getEntry(0, i);
          if (Precision.compareTo(entry, 0d, maxUlps) > 0) {
                 columnsToDrop.add(i);
             }
         }
","@@ -335,7 +335,7 @@ protected void dropPhase1Objective() {
         // positive cost non-artificial variables
         for (int i = getNumObjectiveFunctions(); i < getArtificialVariableOffset(); i++) {
             final double entry = tableau.getEntry(0, i);
          if (Precision.compareTo(entry, 0d, epsilon) > 0) {
                 columnsToDrop.add(i);
             }
         }
","
                  for (int i = getNumObjectiveFunctions(); i < getArtificialVariableOffset(); i++) {
             final double entry = tableau.getEntry(0, i);
            if (Precision.compareTo(entry, 0d, maxUlps) > 0) {
                 columnsToDrop.add(i);
             }
         }
","
                  for (int i = getNumObjectiveFunctions(); i < getArtificialVariableOffset(); i++) {
             final double entry = tableau.getEntry(0, i);
            if (Precision.compareTo(entry, 0d, epsilon) > 0) {
                 columnsToDrop.add(i);
             }
         }
"
259,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/complex/Complex.java","@@ -1015,9 +1015,15 @@ public Complex sqrt1z() {
      * @since 1.2
      */
     public Complex tan() {
      if (isNaN) {
             return NaN;
         }
 
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;
@@ -1060,9 +1066,15 @@ public Complex tan() {
      * @since 1.2
      */
     public Complex tanh() {
      if (isNaN) {
             return NaN;
         }
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;
         double d = FastMath.cosh(real2) + FastMath.cos(imaginary2);
","@@ -1015,9 +1015,15 @@ public Complex sqrt1z() {
      * @since 1.2
      */
     public Complex tan() {
      if (isNaN || Double.isInfinite(real)) {
             return NaN;
         }
      if (imaginary > 20.0) {
          return createComplex(0.0, 1.0);
      }
      if (imaginary < -20.0) {
          return createComplex(0.0, -1.0);
      }
 
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;
@@ -1060,9 +1066,15 @@ public Complex tan() {
      * @since 1.2
      */
     public Complex tanh() {
      if (isNaN || Double.isInfinite(imaginary)) {
             return NaN;
         }
      if (real > 20.0) {
          return createComplex(1.0, 0.0);
      }
      if (real < -20.0) {
          return createComplex(-1.0, 0.0);
      }
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;
         double d = FastMath.cosh(real2) + FastMath.cos(imaginary2);
","
     
     public Complex tan() {
        if (isNaN) {
             return NaN;
         }
 
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;

  
     public Complex tanh() {
        if (isNaN) {
             return NaN;
         }
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;
         double d = FastMath.cosh(real2) + FastMath.cos(imaginary2);
","
  
     public Complex tan() {
        if (isNaN || Double.isInfinite(real)) {
             return NaN;
         }
        if (imaginary > 20.0) {
            return createComplex(0.0, 1.0);
        }
        if (imaginary < -20.0) {
            return createComplex(0.0, -1.0);
        }
 
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;

   
     public Complex tanh() {
        if (isNaN || Double.isInfinite(imaginary)) {
             return NaN;
         }
        if (real > 20.0) {
            return createComplex(1.0, 0.0);
        }
        if (real < -20.0) {
            return createComplex(-1.0, 0.0);
        }
         double real2 = 2.0 * real;
         double imaginary2 = 2.0 * imaginary;
         double d = FastMath.cosh(real2) + FastMath.cos(imaginary2);
"
260,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math3/genetics/ListPopulation.java","@@ -206,6 +206,6 @@ public String toString() {
      * @return chromosome iterator
      */
     public Iterator<Chromosome> iterator() {
      return chromosomes.iterator();
     }
 }
","@@ -206,6 +206,6 @@ public String toString() {
      * @return chromosome iterator
      */
     public Iterator<Chromosome> iterator() {
      return getChromosomes().iterator();
     }
 }
","
   
     public Iterator<Chromosome> iterator() {
        return chromosomes.iterator();
     }
 }
","
   
     public Iterator<Chromosome> iterator() {
        return getChromosomes().iterator();
     }
 }
"
261,"org.apache.commons.math.exception.TooManyEvaluationsException","/src/main/java/org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver.java","@@ -232,10 +232,16 @@ protected double doSolve() {
             double targetY;
             if (agingA >= MAXIMAL_AGING) {
                 // we keep updating the high bracket, try to compensate this
              targetY = -REDUCTION_FACTOR * yB;
             } else if (agingB >= MAXIMAL_AGING) {
                 // we keep updating the low bracket, try to compensate this
              targetY = -REDUCTION_FACTOR * yA;
             } else {
                 // bracketing is balanced, try to find the root itself
                 targetY = 0;
","@@ -232,10 +232,16 @@ protected double doSolve() {
             double targetY;
             if (agingA >= MAXIMAL_AGING) {
                 // we keep updating the high bracket, try to compensate this
              final int p = agingA - MAXIMAL_AGING;
              final double weightA = (1 << p) - 1;
              final double weightB = p + 1;
              targetY = (weightA * yA - weightB * REDUCTION_FACTOR * yB) / (weightA + weightB);
             } else if (agingB >= MAXIMAL_AGING) {
                 // we keep updating the low bracket, try to compensate this
              final int p = agingB - MAXIMAL_AGING;
              final double weightA = p + 1;
              final double weightB = (1 << p) - 1;
              targetY = (weightB * yB - weightA * REDUCTION_FACTOR * yA) / (weightA + weightB);
             } else {
                 // bracketing is balanced, try to find the root itself
                 targetY = 0;
","
             double targetY;
             if (agingA >= MAXIMAL_AGING) {
                                 targetY = -REDUCTION_FACTOR * yB;
             } else if (agingB >= MAXIMAL_AGING) {
                                 targetY = -REDUCTION_FACTOR * yA;
             } else {
                                  targetY = 0;
","
             double targetY;
             if (agingA >= MAXIMAL_AGING) {
                                 final int p = agingA - MAXIMAL_AGING;
                final double weightA = (1 << p) - 1;
                final double weightB = p + 1;
                targetY = (weightA * yA - weightB * REDUCTION_FACTOR * yB) / (weightA + weightB);
             } else if (agingB >= MAXIMAL_AGING) {
                                 final int p = agingB - MAXIMAL_AGING;
                final double weightA = p + 1;
                final double weightB = (1 << p) - 1;
                targetY = (weightB * yB - weightA * REDUCTION_FACTOR * yA) / (weightA + weightB);
             } else {
                                  targetY = 0;
"
